major_name,major_description,university_name,country,university_score,major_name_vi,major_description_vi
The Manager's Toolkit: A Practical Guide to Managing People at Work," Human Resources, Leadership and Management, People Management, Conflict Management, Decision Making, Human Resources Operations, People Analysis, Performance Management, Recruitment, Business Analysis, Employee Relations, Leadership Development, Organizational Development, People Development",university of london,Unknown,62.39938193343899,Bộ công cụ dành cho người quản lý: Hướng dẫn thực hành để quản lý con người tại nơi làm việc,"Nhân sự, Lãnh đạo và Quản lý, Quản lý con người, Quản lý xung đột, Ra quyết định, Hoạt động nhân sự, Phân tích con người, Quản lý hiệu suất, Tuyển dụng, Phân tích kinh doanh, Quan hệ nhân viên, Phát triển khả năng lãnh đạo, Phát triển tổ chức, Phát triển con người"
Talent Acquisition," Mergers & Acquisitions, Recruitment",hrci,Unknown,62.39938193343899,Thu hút nhân tài,"Sáp nhập & Mua lại, Tuyển dụng"
Convolutional Neural Networks in TensorFlow," Machine Learning, Deep Learning, Machine Learning Algorithms, Applied Machine Learning, Artificial Neural Networks, Computer Vision, Human Learning, Tensorflow, Python Programming, Machine Learning Software",deeplearning.ai,Unknown,62.39938193343899,Mạng thần kinh tích chập trong TensorFlow,"Học máy, Học sâu, Thuật toán học máy, Học máy ứng dụng, Mạng thần kinh nhân tạo, Thị giác máy tính, Học tập con người, Tensorflow, Lập trình Python, Phần mềm học máy"
Reducing Gun Violence in America: Evidence for Change, Exploratory Data Analysis,johns hopkins university,USA,66.94,Giảm bạo lực súng đạn ở Mỹ: Bằng chứng cho sự thay đổi,Phân tích dữ liệu thăm dò
Reducing Gun Violence in America: Evidence for Change, Exploratory Data Analysis,johns hopkins university,USA,65.64,Giảm bạo lực súng đạn ở Mỹ: Bằng chứng cho sự thay đổi,Phân tích dữ liệu thăm dò
Reducing Gun Violence in America: Evidence for Change, Exploratory Data Analysis,johns hopkins university,USA,71.17,Giảm bạo lực súng đạn ở Mỹ: Bằng chứng cho sự thay đổi,Phân tích dữ liệu thăm dò
Reducing Gun Violence in America: Evidence for Change, Exploratory Data Analysis,johns hopkins university,USA,71.6,Giảm bạo lực súng đạn ở Mỹ: Bằng chứng cho sự thay đổi,Phân tích dữ liệu thăm dò
Build Dynamic User Interfaces (UI) for Websites," User Experience, User Research, Web Design, Web Development Tools",google,Unknown,62.39938193343899,Xây dựng giao diện người dùng động (UI) cho trang web,"Trải nghiệm người dùng, Nghiên cứu người dùng, Thiết kế web, Công cụ phát triển web"
Introduction to Discrete Mathematics for Computer Science," Mathematics, Problem Solving, Mathematical Theory & Analysis, Algorithms, Critical Thinking, Graph Theory, Combinatorics, Computational Thinking, Probability & Statistics, Computer Programming, Python Programming, Computational Logic, General Statistics, Theoretical Computer Science, Probability Distribution, Strategy, Creativity, Experiment, Calculus, Game Theory, Visualization (Computer Graphics), Cryptography, Sales",university of california san diego,Unknown,62.39938193343899,Giới thiệu về Toán rời rạc cho Khoa học Máy tính,"Toán học, Giải quyết vấn đề, Lý thuyết & Phân tích Toán học, Thuật toán, Tư duy phê phán, Lý thuyết đồ thị, Tổ hợp, Tư duy tính toán, Xác suất & Thống kê, Lập trình máy tính, Lập trình Python, Logic tính toán, Thống kê tổng quát, Khoa học máy tính lý thuyết, Phân phối xác suất, Chiến lược, Sáng tạo, Thí nghiệm, Giải tích, Lý thuyết trò chơi, Trực quan hóa (Đồ họa máy tính), Mật mã học, Bán hàng"
Python Programming Fundamentals," Algorithms, Computer Programming, Problem Solving, Python Programming",duke university,USA,58.37,Nguyên tắc cơ bản về lập trình Python,"Thuật toán, Lập trình máy tính, Giải quyết vấn đề, Lập trình Python"
Python Programming Fundamentals," Algorithms, Computer Programming, Problem Solving, Python Programming",duke university,USA,57.72,Nguyên tắc cơ bản về lập trình Python,"Thuật toán, Lập trình máy tính, Giải quyết vấn đề, Lập trình Python"
Python Programming Fundamentals," Algorithms, Computer Programming, Problem Solving, Python Programming",duke university,USA,63.56,Nguyên tắc cơ bản về lập trình Python,"Thuật toán, Lập trình máy tính, Giải quyết vấn đề, Lập trình Python"
Python Programming Fundamentals," Algorithms, Computer Programming, Problem Solving, Python Programming",duke university,USA,61.55,Nguyên tắc cơ bản về lập trình Python,"Thuật toán, Lập trình máy tính, Giải quyết vấn đề, Lập trình Python"
Epidemiology in Public Health Practice," Epidemiology, Data Analysis, Data Visualization, Problem Solving, Estimation",johns hopkins university,USA,66.94,Dịch tễ học trong thực hành y tế công cộng,"Dịch tễ học, Phân tích dữ liệu, Trực quan hóa dữ liệu, Giải quyết vấn đề, Ước tính"
Epidemiology in Public Health Practice," Epidemiology, Data Analysis, Data Visualization, Problem Solving, Estimation",johns hopkins university,USA,65.64,Dịch tễ học trong thực hành y tế công cộng,"Dịch tễ học, Phân tích dữ liệu, Trực quan hóa dữ liệu, Giải quyết vấn đề, Ước tính"
Epidemiology in Public Health Practice," Epidemiology, Data Analysis, Data Visualization, Problem Solving, Estimation",johns hopkins university,USA,71.17,Dịch tễ học trong thực hành y tế công cộng,"Dịch tễ học, Phân tích dữ liệu, Trực quan hóa dữ liệu, Giải quyết vấn đề, Ước tính"
Epidemiology in Public Health Practice," Epidemiology, Data Analysis, Data Visualization, Problem Solving, Estimation",johns hopkins university,USA,71.6,Dịch tễ học trong thực hành y tế công cộng,"Dịch tễ học, Phân tích dữ liệu, Trực quan hóa dữ liệu, Giải quyết vấn đề, Ước tính"
Foundations of Data Structures and Algorithms," Algorithms, Theoretical Computer Science, Data Structures, Computer Programming, Graph Theory, Problem Solving, Computational Logic, Computational Thinking, Mathematical Theory & Analysis, Mathematics, Applied Mathematics, Python Programming",university of colorado boulder,USA,50.68,Nền tảng của cấu trúc dữ liệu và thuật toán,"Thuật toán, Khoa học máy tính lý thuyết, Cấu trúc dữ liệu, Lập trình máy tính, Lý thuyết đồ thị, Giải quyết vấn đề, Logic tính toán, Tư duy tính toán, Lý thuyết & phân tích toán học, Toán học, Toán ứng dụng, Lập trình Python"
Foundations of Data Structures and Algorithms," Algorithms, Theoretical Computer Science, Data Structures, Computer Programming, Graph Theory, Problem Solving, Computational Logic, Computational Thinking, Mathematical Theory & Analysis, Mathematics, Applied Mathematics, Python Programming",university of colorado boulder,USA,51.16,Nền tảng của cấu trúc dữ liệu và thuật toán,"Thuật toán, Khoa học máy tính lý thuyết, Cấu trúc dữ liệu, Lập trình máy tính, Lý thuyết đồ thị, Giải quyết vấn đề, Logic tính toán, Tư duy tính toán, Lý thuyết & phân tích toán học, Toán học, Toán ứng dụng, Lập trình Python"
Foundations of Data Structures and Algorithms," Algorithms, Theoretical Computer Science, Data Structures, Computer Programming, Graph Theory, Problem Solving, Computational Logic, Computational Thinking, Mathematical Theory & Analysis, Mathematics, Applied Mathematics, Python Programming",university of colorado boulder,USA,54.5,Nền tảng của cấu trúc dữ liệu và thuật toán,"Thuật toán, Khoa học máy tính lý thuyết, Cấu trúc dữ liệu, Lập trình máy tính, Lý thuyết đồ thị, Giải quyết vấn đề, Logic tính toán, Tư duy tính toán, Lý thuyết & phân tích toán học, Toán học, Toán ứng dụng, Lập trình Python"
Foundations of Data Structures and Algorithms," Algorithms, Theoretical Computer Science, Data Structures, Computer Programming, Graph Theory, Problem Solving, Computational Logic, Computational Thinking, Mathematical Theory & Analysis, Mathematics, Applied Mathematics, Python Programming",university of colorado boulder,USA,54.62,Nền tảng của cấu trúc dữ liệu và thuật toán,"Thuật toán, Khoa học máy tính lý thuyết, Cấu trúc dữ liệu, Lập trình máy tính, Lý thuyết đồ thị, Giải quyết vấn đề, Logic tính toán, Tư duy tính toán, Lý thuyết & phân tích toán học, Toán học, Toán ứng dụng, Lập trình Python"
Design a User Experience for Social Good & Prepare for Jobs," User Experience, Social Media, User Research, Web Design",google,Unknown,62.39938193343899,Thiết kế trải nghiệm người dùng vì lợi ích xã hội và chuẩn bị cho công việc,"Trải nghiệm người dùng, Truyền thông xã hội, Nghiên cứu người dùng, Thiết kế web"
Learn to Program: The Fundamentals," Computer Programming, Python Programming, Computational Logic, Problem Solving, Programming Principles, Computer Programming Tools, Critical Thinking, Computational Thinking, Algorithms, Process Analysis",university of toronto,Canada,53.43,Học lập trình: Các nguyên tắc cơ bản,"Lập trình máy tính, Lập trình Python, Logic tính toán, Giải quyết vấn đề, Nguyên tắc lập trình, Công cụ lập trình máy tính, Tư duy phản biện, Tư duy tính toán, Thuật toán, Phân tích quy trình"
Learn to Program: The Fundamentals," Computer Programming, Python Programming, Computational Logic, Problem Solving, Programming Principles, Computer Programming Tools, Critical Thinking, Computational Thinking, Algorithms, Process Analysis",university of toronto,Canada,56.11,Học lập trình: Các nguyên tắc cơ bản,"Lập trình máy tính, Lập trình Python, Logic tính toán, Giải quyết vấn đề, Nguyên tắc lập trình, Công cụ lập trình máy tính, Tư duy phản biện, Tư duy tính toán, Thuật toán, Phân tích quy trình"
Learn to Program: The Fundamentals," Computer Programming, Python Programming, Computational Logic, Problem Solving, Programming Principles, Computer Programming Tools, Critical Thinking, Computational Thinking, Algorithms, Process Analysis",university of toronto,Canada,60.87,Học lập trình: Các nguyên tắc cơ bản,"Lập trình máy tính, Lập trình Python, Logic tính toán, Giải quyết vấn đề, Nguyên tắc lập trình, Công cụ lập trình máy tính, Tư duy phản biện, Tư duy tính toán, Thuật toán, Phân tích quy trình"
Learn to Program: The Fundamentals," Computer Programming, Python Programming, Computational Logic, Problem Solving, Programming Principles, Computer Programming Tools, Critical Thinking, Computational Thinking, Algorithms, Process Analysis",university of toronto,Canada,60.04,Học lập trình: Các nguyên tắc cơ bản,"Lập trình máy tính, Lập trình Python, Logic tính toán, Giải quyết vấn đề, Nguyên tắc lập trình, Công cụ lập trình máy tính, Tư duy phản biện, Tư duy tính toán, Thuật toán, Phân tích quy trình"
Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep," Computer Graphics, Computer Graphic Techniques, Design and Product, Feature Engineering, Research and Design, Software Architecture, Software Engineering, User Experience Design, Visualization (Computer Graphics)",autodesk,Unknown,62.39938193343899,Autodesk Certified Professional: AutoCAD dành cho luyện thi thiết kế và soạn thảo,"Đồ họa máy tính, Kỹ thuật đồ họa máy tính, Thiết kế và sản phẩm, Kỹ thuật tính năng, Nghiên cứu và thiết kế, Kiến trúc phần mềm, Kỹ thuật phần mềm, Thiết kế trải nghiệm người dùng, Trực quan hóa (Đồ họa máy tính)"
